Username,Comment
@andrefilipe9080,"It's very, very interesting how the right wing come from the very same mold all around the world. I mean, of course they share lots of similarities, especially in the conservative aspects, but they do love shifting ALL the blame onto immigrants. And the second most interesting thing is, how right wing voters bite the bait."
@user-hj2pn8pu1g,"Is this the complete debate or just highlights
& Can someone timestamp where it starts if"
@Cbunnygames,I don’t get this people’s mind won’t change here
@dimitriemarcello2421,"stay strong Trump!! You are very sharp. That old grandpa doesn't know what he's talking about. He wants to abort a 9-month-old baby. He allows illegal migrants to come over. There will be more crime. A really one-sided way of asking questions and grandpa's answer is: he's lying, he's lying. USA with grandpa biden is a JOKE!"
@CloudieDev,"Good God, did Biden just mention Nuclear Weapons? He is so done. Get him out!!"
@masterofda45,"Trump is right. I work with the public, and I do not see any veterans for Biden"
@pattyowens5756,They need to stop with the dramatic music.
@user-kz3zr9js9w,of course he had covid..
@aitoralvarez,"At least in the USA they have the possibility of seeing their candidates in a debate... because in Ukraine that possibility has been stolen and right now Zelensky is already out of office, so technically he is a dictator.
All in unmistakable NATO style. Thank you, thank you and thank you London & Brussels & Washington for 1 million deaths and this horrible war."
@FootyWooty,2:11:52 to 2:12:05 was a total mess
@kristenporr9088,CNN will say this was the best and Biden was wonderful and had it together. Lol...wanna bet?
@NFTPhotography,send half of the debate is at 2:55:02
@NFTPhotography,It starts at 2:02:30
@jtr549,6:23:30 I cannot believe with everything going on in the world they've taken time to argue about who is better at golf.
@naturematt4340,Communism is rampant in this comment section by suppressing any dissent against the approved opinion
@graham9794,"So, I live abroad. Watching and listening to all of this.... You all should be ashamed!! The great USA mmmm
This all should never have happened, your president Biden, clearly battling, not his fault, just old age. Will happen to all of us. This old man is losing all his dignity. Do you know who is at fault.... YOU!!! The Democrats, CNN, MSNBC and all the other news agencies trying to cover up and push the Democrats agenda, at what cost, misleading the people, giving people false hope, keeping everyone in denial about Biden, an old man who should have been in retirement years ago. How can he run a super power nation??? You all put a man clearly unfit,  not up to speed, in the ""ring"" and you all surprised about the outcome. This is not Trump's fault, simple politics and business, can and will be tuff. This is actually abuse of the elderly, you all need to look in the mirror!!!"
@jtr549,"One is a wannabe dictator and the other one is senile, how depressing."
@SomeGuyNamedJD,My 106-year-old aunt was more aware on her deathbed then Biden on stage.
@paulsch973,Trump 2024!
@Haihay_,Indo ada yg liat debat juga nggak? 😂😂
@TheMischiefmanaged,LYIN HIDIN BUNKER BIDEN WHERE HAVE YOU BEEN LISTENING TO HIS PROPAGANDA MANAGER.
@GaiusAsiniusPollio1,😂 The expression on Biden’s face was of a criminal being busted. That was truly bizarre.
@davidl.howser9707,"After this poor performance, and now to have any chance to WIN the 2024 U S. Presidential election, Joe Biden needs to make the correct strategic move to run with Joe Manchin as Biden's Vice President. Joe Manchin, as a provien Moderate / Centrist will entice the overwhelming large number of Independent Moderate Centrist U.S. Voters to vote to elect the combined Joe Biden (Democrat) / Joe Manchin (Independant) ticket. All voters knowing that Joe Biden will be handing the Presidential Office to Joe Manchin soon after the 2024 Election Win. Joe Manchin is ready to be President. In NO WAY is Kamala Harris ready to assume the office of much more than a local State Politician."
@juansanchez6042,"Look how the Dems are all now pretending they are shocked and surprised. Please, you all KNEW and just didn’t care. Country has been decimated by this party and now that the polls show Americans are tired of it Dems are squirming. Trump was on his way to a landslide victory even before this fiasco. Please, we ain’t blind."
@TheMischiefmanaged,"THERE WAS ALREADY A PROGRAM TO CANCEL THE STUDENT LOAN DEBT AFTER 10 YEARS OF PAYMENTS I HAD STUDENT LONS FOR YEARS BIDEN DIDNT INVENT THAT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! MORE LIES. BIDEN YOU DESIMATED INE ECONOMY I AM AN ECONOMICS MAJOR MADE TOP OF MY CLASSES. YOU BIDEN ARE THE PROBLEM NOT PRESIDENT TRUMP!!!!!!!!!!!!!!!!BIDEN AND DEMOCRATS PLAYBOOK DENY DENY DENY DEFLECT, PRESIDENT TRUMP DID AN AMAZING JOB MY LIFE WAS SO MUCH BETTER UNDER TRUMP I WAS LOW INCOME BUT SO MUCH BETTER UNDER PRESIDENT TRUMP NOW i AM HALFWAY BELOW THE POVERTY LEVEL UNDER BIDEN."
@theabsentmindedprofessor8357,"What a joke! This does not represent the realworld suition any president could find him or her self in when dealing with world leaders, and the forum was a part of the evaluation process as to how each would handel themselves in such a pressued enviroment, absolutely disgusting  never have i seen a more coddled individual much less a president."
@TheMischiefmanaged,IF BLACK AMERICANS WANT TO MAKE MORE MONEY THEN THEY NEED TO GO TO COMMUNITY COLLEGE LIKE WHITE ASIAN INDIAN AND MEXICAN AMERICANS STOP USEING THEM AS A CRUTCH THEY ARE VERY ABLE BIDEN
@dnrdufty,Hey joe just go away and spend the millions you stole from us taxpayers
@dominikmaier7288,https://www.youtube.com/live/L9wKJw-7tEM?si=9HV4Eg0dLRqTiyW7
@InspireSoulAi,As a military man I like Trump! Love you Mr Trump 🎉
@darrenbell6718,bwahaha Joe's done 😂 time for the care home!
,Biden is completely mental ill
@IamSweetViolet,The 'Don' walked out there like a boxer walking into a ring.
@MichaelLee-yh7ss,USA will have another 4 years of horrible leadership no matter who wins.
@justinstanley4923,This was absolutely unwatchable
@dominikmaier7288,"Kennedy for president! 
Yes to democracy"
@Preliminimal,Make Arnold Schwarzenegger eligible  for candidacy. I'll vote for Arnold
@mre7550,"So undignified, the old guy should be home with his grand children not being used as a puppet on tv."
@alpacamybag9103,How many times did Biden crap himself? I bet Trump wanted to puke from the stench.
@KaVaKaZi,"As a European I will tell you that America is the laughing stock of the world. At this time you have a senile, demented old man who cant walk normally up the stairs for a president. And his opponent is a straight up crook. What are you people doing voting for these people? Are you truly fine with the entire world looking at your country like a bad circus?"
@christineg3905,"Oh here we go - Hamas didn’t accept the deal, BUT they did. We know you’re lying Biden! Both these dudes are reprehensible! I will never vote D again! D’s are truly delusional and we see right through you!"
@jetfu400,only two people are running for president in america???? wait how?
@scammershutdown,We all know you you guys are deleting comments you don't agree with because you have over 1milion views and only 80 comments atm
@timredford6608,"America needs younger politicians to run for President, not these two past there sell by date, honestly they are both a laughing stock.😅"
@ionfeld,"A: hebebadabahah.. pornstar.. hhebbdehbhe.. suckers..
B: nobody saw me do it, 19 people didn't see me do it

Tnx America this is too good 🤣"
@TheMischiefmanaged,BIDEN QUID PRO QUO IS ON VIDEO JOE YOU ARE WRONG
@jfjlive,"LOCK dirty don UP already for his treasonous JAN 6 INSURRECTION!!  If we don't want to see WORSE in the future, we MUST get to accountability for the PAST.  NO, this is not a legit use for political donations. NO.   HARD REFORM NEEDED around campaign finance and political finance. Let's get to WORK usa!  OVERTURN CITIZENS UNITED and CLEAN OUT a compromised SCOTUS.


Not pack the courts.. COMPLETELY REFORM THE COURTS to achieve justice and accountability.
 IMPEACH SCOTUS NOW! THROW OUT A PLANTED insurrectionist POSTMASTER GENERAL to slow down the mail vote!! the federalist society scotus is RADICAL AND CORRUPT! Clarence Thomas and Alito are paid off stooges for the federalist society insurrectionists, WITH GINNIE THOMAS

OUR human rights and SAFETY can NEVER be  a topic FOR NEGOTIATION with the GOP , the insurrection party."
@iSlumkat,Skip 10 hour 53 minutes for RFK they hid him til the end. Most inspiring speech we’ve had in a decade. #therealdebate
@Forsaken187,#TRUMP2024 💯💯💯
@Forsaken187,CNN turned off their comments just so they wouldn't have everybody praising Trump 😂😂😂
@marcellop3163,"I am a Trump supporter all the way and I hate what Joe Biden and his administration did in his disastrous term, he was the worst President ever but this was so hard to watch even for a Republican, to be honest it's not even funny anymore, all of us will get old and many of us will get to the place where Joe is...senile dementia, I have elderly parents who are having senile issues and I don't like to make jokes about it. I think democrats are just cowards letting a cognitively struggling old man fighting against Trump who will obviously destroy him,  if democrats had some common sense they would retire Joe, this is like watching 80's Mike Tyson fighting a 15 yo featherweight...terrible debate.
MAGA 2024"
@igorm6944,"JB did great

Vote blue"
@user-uf2xn9qr3g,"am your sister from Yemen, and by Allah I only spoke out of hunger and distress. My mother, my brothers, and I  lessons and tears. We are in a situation that only God knows about. God is sufficient for us, and He is the best disposer of affairs for those who brought us to this situation. By Allah Almighty, I did not write this appeal out of distress and distress. Poverty, O world, they have felt it So, I hope for you. By Allah Almighty, Lord of the Great Throne, he ate what I had in the house. By Allah, my brothers, he is my brothers by sitting in the house. Who has no food? By God, we are in a very difficult situation. We have 4 people entering the house, and my father has died, and there is no one who can depend on us and who lives in it.We live in a rented house because we cannot pay the rent we owe. '''''''''''''''''''''''''''''''''''''''''' ''''''''''''''''''''''''''''''''''''''''''''''''' ''''''''''''''''''''''''''''''''''''''''''''''''' '''''''''''''  My brother, my first words are: I swear to God that I will not lie to you or deceive you. I am a Yemeni girl displaced from the war. My family and I live in a rented house in Al-Shahrab 20,000 Yemenis amongs, and now we owe 60,000 for 3 months. The owner of the house is one of the people who does not have mercy, by God, my brother. He comes every day, insulting us, talking about us, and moving from the house to the street because we were unable to pay him the rent. The neighbors saw us crying and came back.They came back to talk to the neighbors and we were given the weekend. So we made him swear by God. He will take us out into the street. Have mercy on him and us. Our country is due to this war and we do not find food for our day, and my brothers and I live in a difficult life. Our father died, may God have mercy on him, and we have no one in this world who was with us in these harsh circumstances. My younger brothers went out into the street and saw...The neighbors eat and stand at their door in order to give them bread even if they break it. By God, to whom belongs the dominion of the heavens and the earth, they closed the door and expelled them and came back crying. They are dying of hunger. No one has mercy on them and a holiday is returned. I have made a living, and now if us helps us with a kilo of flour, I swear to God, I am dying of hunger. My brother, I am an alien to God. Then, I ask you to help me for the sake of God. I ask you, by God, to love goodness and to help me, even if you can, by messaging me on WhatsApp.On this number 00967711013075   and ask for the name of my card and send it and do not be late and may God reward you with all the best, my brothers Sagar, see how they are and help us and save us before they throw us out in the street, you will be lost or we will die of hunger. My family and I ask you, by God, if you are able to help us, do not be late and may God reward you well..`/--~««............><<_>_<..<.<.>.........."
@philosophyforum4668,"What happened here was a pre-determined, media-orchestrated take-down of Biden. Leftist journalists have been planning this for some time. Biden didn’t do anything in this debate that he hasn’t been doing for the last several years. The leftist media has always covered for him in the past, and now that cover is crumbling. Biden’s performance in the debate was irrelevant to them. Biden’s policies are irrelevant. The hive mind of the leftist media simply has decided that they are no longer willing to tolerate Biden’s senility. The media never cared about his senility before. They criticized Trump as much as they could, but Trump doesn’t depend on the leftist media like Biden does. This is why CNN wanted control of the debate. This is why they wanted the debate so early – so the DNC could find another candidate. There is only one problem. Biden’s senility is only a small part of the problem. The main problem is that Democrats all agree on the same crazy policies that are causing chaos in the nation."
@TheMischiefmanaged,NANCY POLOSI REFUSED EXTRA SECURITY PRESIDENT TRUMP REQUESTED MORE THAN ONCE.
@Mikee22ification,"Three greatest threats to the US and the world right now, and the Democrats-Biden are dealing with them, and the Republicans-Trump will not:
1. Russia under Putin is a fascist state and will continue to take over Europe – one they takeover Ukraine they will continue to take Finland and the Baltics and then Poland etc, which is a threat to the US and a large trading partner.
2. China under Xi Jinping is a fascist state and will continue to take over the Asia-Pacific, they have taken Hong Kong, soon Taiwan, then the Philippines etc, which is a threat to the US interests in security and economics.
3. Democracy is threatened by militant groups and the unaccountable military-industrial complex (as quoted by Eisenhower) and billionaires – they will undermine democracy for their own interests and are not held accountable to the law."
@TheMischiefmanaged,HAS ANYONE CHECKED BIDENS EAR FOR A REALLY TINY EARPIECE. THEY MAKE THEM. ITS A MIRACLE HES EVEN STANDING THIS LONG
@ibraheemalaade9289,"Seriously, USA run out of other worthy candidates ?"
@TheMischiefmanaged,BIDEN IS THE WORST RESIDENT OF THE WHITEHOUSE EVER I WILL NOT CALL HIM A PRESIDENT HES NOT HES A DISGRACE
@dreznik,I feel bad for aging Biden... He should sit down and rest. Have some soup and crackers. Poor man.
@TheMischiefmanaged,THE MIDDLE EAST SIGNED THE ABRAHAM ACCORD UNDER TRUMP NW LOOK AT THE MESS IN THE MIDDLE EAST UNDER BIDEN AND UNDER BIDEN RUSSIA AND NORTH KOREA HAS MADE AN AGREEMENT TO DEFEND EACH OTHER AGAINST AMERICA UNDER BIDEN AND UNDER OBAMA BIDEN AND CLINTON HILLIARY CLINTON SOLD RUSSIA 20 PERCENT OF ALL OF OUR ENRICHED URANIUM THAT THEY CAN MAKE BOMBS WITH NUCLEAR BOMBS THANKS HILLIARY OBAMA AND BIDEN FOR THAT.
@TheMischiefmanaged,BIDEN IS A PSYCHO WITH HIS LIES!!!!
@dreznik,"Go Trump 2016, 2020, 2024! NO MORE FRAUDULENT INCOMPETENCE! Biden represents all that is wrong, weak, indecent, debauched in leftist ideologies. Worse: it's all fake, a front for the elites. GO TRUMP"
@TheMischiefmanaged,BIDEN IS LYING TO THE AMERICAN PEOPLE RIGHT HERE I WAS WATCHING IN REAL TIME ALL THE THINGS HE IS LYING ABOUT. THISIS HOW MUCH HE DISRESPECTS THE AMERICAN PEOPLE OR HE IS SO OLD AND FEABLE THAT HE BELIEVES THE LIES THAT THEY ARE PROPPING HIM UP WITH BUT I DO NOT BELIEVE THAT HE KNOWS EXACTLY THE FILTH HE IS PEDDLING!!!! LIKE FATHER LIKE SON GARBAGE IN GARBAGE OUT
@sarapolk8488,Time to get someone new
@Davelantor,It is amazing people actually voted for Biden
@noneyabizz8337,"CNN did pretty alright.

A moderator isn't supposed to ""fact check""."
@monchis5674,Why does Trump keep going back to other questions instead of answering what he is being asked?
@bhubestakesoponsatien1143,Don’t hear any good for the US citizens and the world. Kids Stuff
@RenaudDupuis,44's days of wagging the dog are over. Not matter how hard 44 tries 46 keeps dropping the ball while 45 finally lands on the path that could make him 47 .. Amen
@viper62967,He's a corpse
@IcedOutGiant,Nothing upsets me more than seeing someone with a salary 10x my own ask me for my money.
@TheMischiefmanaged,LOOK AT BIDEN HE BELONGS IN A SENILE OLD FOLKS HOME
@Noone9227,"Reluctantly, I will still vote for Biden.  Maintaining democracy is by far the most important issue."
@dontgiveup7262,Americans deserve better choices.
@TheMischiefmanaged,YAH THERE IS NO WAY BORDER PATROL ENDORCED BIDEN I HAVE HEARD THEM SPEAK THEY ENDORCED PRESIDENT TRUMP AND BIDEN SAID HE HAD NO TROUPS DIE I SUPPOSE HE FORGOT ABOUT THE SOLDIERS CAME BACK DEAD WHILE HE KEPT LOOKING AT HIS WATCH WHILE THEIR BODIES COMING BACK
@kimgeor,Pete Buttigeig has the most common sense - memory - war veteran. He could out debate frump
@johnrussell8084,Biden is working on Windows XP
@peterlindbergmusic8902,"As a European watching this, it amazes me that this is what America  has to offer to the world!  Really Biden or Trump, you can do better!"
@TheMischiefmanaged,BIDEN IS STRAIT LYING ABOUT EVERYTHING BLATENTLY LYING
@josetrevino6674,"Ecclesiastes 7:1-4 
1 A good name is better than precious ointment; and the day of DEATH than the day of one’s BIRTH. 
2 It is better to go to the house of mourning, than to go to the house of feasting: for that is the end of all men; and the living will lay it to his heart. 
3 Sorrow is better than laugher: for by the sadness of the countenance the heart is made better. 
4 The heart of the wise is in the house of mourning; but the heart of fools in the house of mirth."
@southernbelle2478,"Im so sorry i don't care for either of these clowns but if i have to choose between them to run the country i would choose trump. Biden has opened our boarder, given thousands to illegal immigrants and cant even help our veterens. Almost got us involved in world war 3. Caused us to go into inflation. Trump is not perfect either and he says things the wrong way that can be offensive sometimes but i feel like we we're doing better those 4 years then we are now. Unfortunatley dems are gonna just vote for biden soley because they are told to and don't like how trump says things sometimes. Im independent. I am gonna vote for whoever i believe can run the country better. I am not glued to a certain party. If a democrat candidate is a better fit then a republican that is who i am voting. If a republican candidate is a better fit that is who i am voting."
@MJrev,"Respectfully, how tf y’all’s country end up like this 😂"
@Kryptic513,3 million views but only 24 comments?? Suspicious 🤨
@robungerer3813,"I still don't understand why Biden agreed to the debate the way it is constructed.  This was an opportunity for Trump to put more distraction, 
lies about the real issues that matter...  Distraction ?, yes, because this 'debate' is more like a contest : ""Who is the best host to lead a talkshow"".
The country needs an integer reliable servant to form and energize a skilled team of experts and advisers, who do care about the country ...
not an unreliable ego trip despot, hungry for applause, with a team of greedy loyalists, like himself.
Everyone knows he will lie his repeated mantra of the same lies, carved in stone by now ... in this scenario, Trump had all he needed.
Both candidates had/have  a POTUS term ... so it's not hard to determine if the results were just empty words or accomplished support.
Be aware ... electing Trumpis an irreversible permanent choice ; it is recommended to read the maga ""project 2025"" carefully first :
https://en.wikipedia.org/wiki/Project_2025"
@Damcarnivore,"Wow only 10 comments on NBC while there is 1000s on Livewire says something, I wonder what?"
@radhuchristian8406,"By most of comments here looks like a smirk from a bully to a stutter, decent background kid shows CONFIDENCE that he's the man TO PROTTECT YOU...would you accept that in YOUR small life?"
@a61374,The worst debate in all history. How America once a proud nation when debates are all about the benefits of the people becomes 2 gramps attacking each other.
@jamessones4044,"From the outside looking in America is as corrupt as China under Biden.

And most of all- AMERICA LOOKS WEAK UNDER BIDEN.!!"
@burstmxde6617,"Finally, they got the real biden out for this one.."
@RyoHazuki1,CONGRATULATIONS PRESIDENT BIDEN
@kerberos6984,😮 Shame on U.S. geronto-plutocracy!
@jerrytopater5760,"Dad, what is losing?

I don't know, son. I'm a Trump supporter. "
@ritm1,growling their balls who is the bigger criminal than the other that's all they can do
@user-se2zg5he4q,"Biden in his prime, on a good day was nothing more than a con man."
@SY-uv8xf,Both are nuts. And senile. Sympathies to Americans
@ServusChristiPaulus,Biden seems lagging
@tomasedasonno2,every second of biden's face is gif worthy
@DigvijaySisodia-o1w,sample
@crazyijak,❤
@kingoftheseamusic,Obvious that it’s gonna be Newsom
@johnloftin4037,I  ain’t hating on anyone but yall gotta agree that Biden looked high af
